"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"S9T9SRI2","journalArticle","1995","Shackley, M. Steven","Sources of Archaeological Obsidian in the Greater American Southwest: An Update and Quantitative Analysis","American Antiquity","","","","","","1995","2015-10-08 15:50:57","2015-10-08 15:52:18","","531-551","","3","60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S9WV2549","journalArticle","2015","Margottini, Claudio; Fidolini, Francesco; Iadanza, Carla; Trigila, Alessandro; Ubelmann, Yves","The conservation of the Shahr-e-Zohak archaeological site (central Afghanistan): Geomorphological processes and ecosystem-based mitigation","Geomorphology","","0169-555X","10.1016/j.geomorph.2014.12.047","http://www.sciencedirect.com/science/article/pii/S0169555X15001191","The archaeological remains of Shahr-e Zohak are part of the Bamiyan valley, which has been recognized by UNESCO as World Heritage and is famous for hosting the main heritage of the Buddhist culture in Afghanistan. The site comprises the remains of the Zohak fortress, which is placed on a steep hill at the confluence of the Bamiyan and Kalu rivers. The fortress is protected by ramparts, built along the steep cliffs bounding the site, which are equipped with several watchtowers. The citadel is protected by three more orders of walls and is located on the topmost part of the hill. All the structures are made of mudbricks placed on top of stony foundations. Due to the prolonged exposure to weathering, the lack of conservation measures and the misuse during war periods, many constructions collapsed or are prone to collapse. A new topography (1 m contour lines) of the site was produced using drone-derived 3D photogrammetry combined with GPS data. Then a detailed geomorphological survey of the whole site was carried out in order to identify the main geomorphic processes acting on the land surface and structures. GIS analysis allowed defining the internal drainage system of the studied area. The site is affected by incised erosional phenomena on the eastern side, while the hilltop is mainly hit by diffuse erosion and soil mobilization during snowmelt. Monument deterioration is coupled with the lack of an adequate drainage system to collect runoff. Ramparts located on the steep hillslopes are severely affected by gully erosion and siphoning, which cause depressions infilled by eroded and weathered building material. The access path is locally eroded or buried by debris cones. The western margin of the plateau has been rapidly retreating due to collapses, while the citadel is in danger due to diffuse or gully erosional processes developed on all its sides. A mitigation strategy with low environmental impact (ecosystem-based approach) is proposed in order to adopt sustainable, systemic and cost-effective tools for soil conservation, in order to improve the environmental resilience of the site.","June 15, 2015","2015-09-29 18:54:11","2015-09-29 18:54:11","2015-09-29 18:54:11","73-90","","","239","","Geomorphology","The conservation of the Shahr-e-Zohak archaeological site (central Afghanistan)","","","","","","","","","","","","ScienceDirect","","","","; ","http://www.sciencedirect.com/science/article/pii/S0169555X15001191/pdfft?md5=07ab5154090a33251f4c3021e1db4a85&pid=1-s2.0-S0169555X15001191-main.pdf; http://www.sciencedirect.com/science/article/pii/S0169555X15001191","","Afghanistan; Archaeological site; Ecosystem-based mitigation; Geomorphological processes; Soil erosion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SBH45TTR","journalArticle","1997","Ecker, Heather","The Conversion of Mosques to Synagogues in Seville: the Case of the Mezquita de la Juderia","Gesta","","","","","","1997","2011-05-01 23:04:36","2011-05-01 23:04:36","","190-207","","2","36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SBHWMIGC","bookSection","1991","Gisbert, J. A.; Azuar Ruiz, R.; Burguera, V.","La produccion ceramica de Daniya. El alfar islamico de la Ac. Montogo/Calle Teulada (Denia-Alicante)","Actas del IV Congresoa Ceramca Medeival do Mediterraneo Occidental, Portugal 1987","","","","","","1991","2011-05-01 23:04:36","2011-05-01 23:04:36","","247-262","","","","","","","","","","","","Mertola","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SBMCQWUI","bookSection","1985","Hodder, Ian","Boundaries and Strategies: An Ethnoarchaeological Study","The Archaeology of Frontiers and Boundaries","","","","","","1985","2011-05-01 23:04:36","2011-05-02 02:06:50","","141-159","","","","","","","","","","","Academic Press","Orlando","","","","","","","","","","","","","","Green, Stanton W. and Stephen M. Perlman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SC5A6W68","journalArticle","2001","Kamp, Kathryn A.","Prehistoric Children Working and Playing: A Southwestern Case Study in Learning Ceramics","Journal of Anthropological Research","","","","","","2001","2011-05-01 23:04:36","2011-05-01 23:04:36","","427-450","","4","57","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SCFN7X3R","report","2003","Worthman, Charlie","Notes on the Chimney Rock Gap Study","","","","","","","2003","2012-05-23 21:40:29","2012-05-23 21:41:54","","","","","","","","","","","","","USFS San Juan National Forest","USFS San Juan National Forest, Pagosa Ranger District","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SCICUSJV","journalArticle","1996","Hosler, Dorothy","Technical Choices, social categories, and meaning among the Andian potters of Las Animas","Journal of Material Culture","","","","","","1996","2011-05-01 23:04:36","2011-05-01 23:04:36","","63-92","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SCJT8R29","book","1982","Norris, H.T.","The Berbers in Arabic Literature","","","","","","","1982","2011-05-01 23:04:36","2011-05-01 23:04:36","","","","","","","","","","","","","Longman Group","Essex","","","","","","","","","","","","history Berbers Islamic Morocco","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SCTRM6EW","bookSection","1992","Wiseman, Regge N","Early Spanish Colonial Occupation of Santa Fe: Excavations at the La Fonda Parking Lot Site (LA 54000)","Current Reserach on the Late Prehistory and Early History of New Mexico","","","","","","1992","2011-05-01 23:04:36","2011-05-01 23:04:36","","207-214","","","","","","","NMAC Special Publications","","","","New Mexico Archaeological Council","Albuquerque","","","","","","","","","","","","","","Vierra, Bradley J.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SD38BWTI","journalArticle","1995","Dinsmore, Elizabeth S.","Marginal Tribes in Al-Andalus: Two Models for an Historical Archeology of the ""Berberization"" of Iberia, 8th-10th Centuries","Arqueologia Medieval","","","","","","1995","2011-05-01 23:04:36","2011-05-01 23:04:36","","17-25","","","3","","","","","","","","","","","","","","","","","","","","","Berbers archaeology medieval Portugal islamic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SD5WIKSP","book","1990","Toubert, Pierre","Castillos, señores, y campesinos en la Italia medieval","","","","","","","1990","2011-05-01 23:04:36","2011-05-01 23:04:36","","","","","","","","","","","","","Critica","Barcelona","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SDN73BR2","bookSection","1977","Hall, Stephen A.","Late Quaternary Sedimentation and Paleoecological History of Chaco Canyon New Mexico","Geological Society of America Bulletin","","","","","","1977","2015-10-23 19:22:26","2015-10-23 19:49:40","","1593-1618","","","Volume 88","","","","","","","","Geological Society of America","The University of Michigan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SEKPTZ8M","thesis","2001","Carlisle, J. D.","Spanish Relations with the Apache Nations East of the Rio Grande","","","","","","","2001","2015-09-21 16:33:17","2015-09-21 16:34:27","","","","","","","","","","","","","Department of History, University of North Texas","Denton, TX","","","Ph.D. dissertation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SEZGUAT5","webpage","","","Android Development Kit for Sitara Microprocessors - ANDROIDSDK-SITARA - TI Software Folder","","","","","http://www.ti.com/tool/androidsdk-sitara","","","2015-08-28 23:49:42","2015-08-28 23:49:42","2015-08-28 23:49:42","","","","","","","","","","","","","","","","","","","","","","","/home/kris/.mozilla/firefox/72w7lie7.OCA-zotero/zotero/storage/H4TAC6PB/androidsdk-sitara.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SF4B6A3N","book","2001","Akins, Nancy J.","Valencia: A Spanish Colonial and Mexican-Period Site Along NM 47 in Valencia County, New Mexico","","","","","","","2001","2013-10-27 00:13:06","2013-10-27 00:14:32","","","","","","","","","Archaeology Notes","267","","","Office of Archaeological Studies, Museum of New Mexico","Santa Fe, N.M.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SF6CPRS6","bookSection","1970","Hourani, A.H.","Introduction: The Islamic City in the Light of Recent Research","The Islamic City: A Colloquium","","","","","","1970","2011-05-01 23:04:36","2011-05-01 23:04:36","","9-25","","","","","","","Papers on Islamic History","","","","University of Pennsylvania Press","Bruno Cassirer Oxford","","","","","","","","","","","","","","Stern, A. H. Hourani and S. M.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SF7UTWXQ","book","1993","","Guadalupe Mountain, New Mexico: An Inquiry into the Archaeology of Place","","","","","","","1993","2015-07-15 19:48:29","2015-07-15 19:49:46","","","","","","","","","","","","","Office of Contract Archaeology, University of New Mexico. Contract No. 185-385","Albuquerque, N.M.","","","","","","","","","","","","","","Seaman, Timothy J.; Chapman, Richard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SFM62AFT","bookSection","1981","Longacre, W.","Kalinga Pottery: An Ethnoarchaeological Study","Pattern of the Past: Studies in Honour of David Clarke","","","","","","1981","2011-05-01 23:04:36","2011-05-01 23:04:36","","49-66","","","","","","","","","","","","","","","","","","","","","","","","","","Hammond, I. Hodder and G. Issac and N.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SG3JSPHM","bookSection","1990","Reid, Kenneth C.","Simmering Down: A second look at Ralph Linton's ""North American Cooking Pots""","Hunter-Gatherer Pottery from the Far West","","","","","","1990","2011-05-01 23:04:36","2011-05-01 23:04:36","","8-18","","","","","","","Nevada State Museum Archaeological Papers","","","","Nevada State Museum","Carson City","","","","","","","","","","","","","","Mack, J.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SGGSEEWC","journalArticle","1994","Vierra, Bradely J.; Doleman, William H.","The Organization of Archaic Settlement-Subsistence Systems in the Northern Southwest","Eastern New Mexico University Contributions in Archaeology","","","","","","1994","2015-08-25 22:01:22","2015-08-25 22:03:11","","76-102","","1","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SGVHKP3F","book","1969","Barth, Fredrik","Ethnic Groups and Boundaries: The Social Organization of Culture Difference","","","","","","","1969","2011-05-01 23:04:36","2011-05-01 23:04:36","","","","","","","","","","","","","Little, Brown and Company","Boston","","","","","","","","","","","","hard copy; identity; theory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SGZEBBPZ","book","1997","Martínez Enamorado, Virgilio","Un espacio de frontera. Fortalezas Medievales de los Valles del Guadalteba y del Turón","","","","","","","1997","2011-05-01 23:04:36","2011-05-01 23:04:36","","","","","","","","","","","","","Universidad de Málaga","Málaga","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SHE2ZNKE","journalArticle","1985","Hillgarth, J. N.","Spanish Historiography and Iberian Reality","History and Theory","","","","","","1985","2011-05-01 23:04:36","2011-05-01 23:04:36","","23-43","","1","24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SHUIKU6C","journalArticle","1996","Shott, Michael","Mortal pots: one use life and vessel size in the formation of ceramic assemblages","American Antiquity","","","","","","1996","2011-05-01 23:04:36","2011-05-01 23:04:36","","463-482","","","61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SHWBVECH","book","1988","Gutierrez Lloret, Sonia","Ceramica comun paleoandalusi del sur de Alicante (siglos VII-X)","","84-86314-50-X","","","","","1988","2011-05-01 23:04:36","2011-05-01 23:04:36","","","","","","","","","Publicaciones de la Caja de Ahorros Provincial","","","","Ministerio de Cultural","Alicante","","","","","","","","","","","","paleoandalusian","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SHZ4A24F","book","1999","Weber, David","What Caused the Pueblo Revolt of 1680?","","","","","","","1999","2011-05-01 23:04:36","2011-05-01 23:04:36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SI5JTUJW","bookSection","1998","Reents-Budet, Dorie","Elite Maya Pottery and Artisans as Social Indicators","Craft and Social Identity","","","","","","1998","2011-05-01 23:04:36","2011-05-01 23:04:36","","71-89","","","","","","","Archaeological Papers of the American Anthropological Association","","","","American Anthropological Association","Washington","","","","","","","","","","","","","","Wright, C. Costin and R.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SIAV9ZD3","webpage","2015","Intellicast","Questa, New Mexico Historic Average","Intellicast: The Authority in Expert Weather","","","","http://www.intellicast.com/Local/History.aspx?location=USNM0249","","July 23, 2015","2015-07-23 20:04:08","2015-08-14 19:40:07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SIIR7XES","book","2009","Conesa, Jaume Coll","La Ceramica Valenciana (Apuntes para un sintesis)","","","","","","","2009","2011-05-01 23:04:36","2011-05-01 23:04:36","","","","","","","","","","","","","Asociacion Valenciana de Ceramica","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SIKJ4I4W","bookSection","1991","Graves, Michael","Pottery Production and Distribution among the Kalinga: a study of household and regional organization and differentiation","Ceramic Ethnoarchaeology","","","","","","1991","2011-05-01 23:04:36","2011-05-01 23:04:36","","112-143","","","","","","","","","","","University of Arizona Press","Tucson","","","","","","","","","","","","","","Longacre, W.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SIMKZTCK","book","1974","Schaafsma, Curtis","Preliminary Report on the Excavations of MAPCO 54 and 58","","","","","","","1974","2015-04-13 19:28:26","2015-08-24 21:59:34","","","","","","","","","","","","","Maxwell Museum of Anthropology. Report Nos. 101-43 and 101-44. Copies available at the Office of Contract Archeology","Albuquerque, NM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SIRCN6E3","journalArticle","1993","Bollong, Charles A. and John C. Vogel and Leon Jacobson and Willem A. van der Westheizin and C. Garth Sampson","Direct Dating and Identity of Fibre Temper in Pre-Contact Bushman (Basarwa) Pottery","Journal of Archaeological Science","","","","","","1993","2011-05-01 23:04:36","2011-05-01 23:04:36","","41-55","","","20","","","","","","","","","","","","","","","","","","","","","ceramics; typologies","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SJWV2R3G","journalArticle","1989","Wallert, A.","The Reconstruction of Papyrus Manufacture: A Preliminary Investigation","Studies in Conservation","","","","","","1989","2011-05-01 23:04:36","2011-05-01 23:04:36","","1-8","","1","34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SK5ZW29U","journalArticle","2009","Spielmann, Katherine A.; Clark, Tiffany; Hawkey, Diane; Rainey, Katharine; Fish, Suzanne K.","“…being weary, they had rebelled”: Pueblo subsistence and labor under Spanish colonialism","Journal of Anthropological Archaeology","","0278-4165","10.1016/j.jaa.2008.10.002","http://www.sciencedirect.com/science/article/pii/S0278416508000482","Native American responses to Spanish colonialism are explored through an analysis of multiple lines of evidence concerning subsistence practices, diet, and health in the Salinas Pueblo area of central New Mexico. Zooarchaeological and paleoethnobotanical data from three Pueblo villages that experienced different degrees of Spanish missionization are the focus of this study. In addition, human osteological data from one village provide important information on activity patterns and health. These data are used to document the kinds of changes that occurred in Pueblo labor patterns, food consumption, and health from the pre-colonial to colonial periods. Synthetic analyses document the development of some degree of inter-village specialization in large game hunting, hide processing, and corn farming, presumably in response to Spanish tribute levies in corn and antelope hides, and demands on Pueblo labor in other arenas. There also appears to be a degree of divergence in women’s and men’s lives in the colonial period. These southwestern data are then compared with similar information from the southeastern US to identify patterns of similarity and difference in Native American experiences of and strategies for dealing with Spanish colonization.","March 2009","2015-09-09 19:43:49","2015-09-09 19:43:49","2015-09-09 19:43:49","102-125","","1","28","","Journal of Anthropological Archaeology","“…being weary, they had rebelled”","","","","","","","","","","","","ScienceDirect","","","","; ","http://www.sciencedirect.com/science/article/pii/S0278416508000482/pdfft?md5=b4ac524bfc8b94575e4f128d42defdac&pid=1-s2.0-S0278416508000482-main.pdf; http://www.sciencedirect.com/science/article/pii/S0278416508000482","","Colonialism; Diet; Gender; Health; Labor; Pueblo; Subsistence; US Southeast; US Southwest","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SKBAVND6","journalArticle","2001","Waters, Michael R.; Haynes, C. Vance","Late Quaternary arroyo formation and climate change in the American Southwest","Geology","","0091-7613, 1943-2682","10.1130/0091-7613(2001)029<0399:LQAFAC>2.0.CO;2","http://geology.gsapubs.org/content/29/5/399","Arroyos, entrenched ephemeral streams that form in desert environments, first appeared in the arid and semiarid American Southwest after 8000 14C yr B.P. For at least 7 k.y. prior to that time, climate, vegetation, and groundwater conditions were not conducive for arroyo formation along the floors of desert valleys. After a hiatus in arroyo formation, the frequency of arroyo cutting and filling increased dramatically after 4000 14C yr B.P. The early Holocene arroyos and increased frequency of arroyo incision after 4000 14C yr B.P. are related to the establishment and changes in postglacial vegetation, climate, and groundwater conditions. As a result, arroyo sequences preserve a record of large-scale climate change and small-scale climatic perturbations that occurred during the Holocene. Human modification of valley flood plains is an additional factor that contributed to mid-nineteenth and early twentieth century arroyo cutting.","05/01/2001","2015-08-28 13:58:26","2015-08-28 13:58:26","2015-08-28 13:58:26","399-402","","5","29","","Geology","","","","","","","","en","","","","","geology.gsapubs.org","","","","/home/kris/.mozilla/firefox/72w7lie7.OCA-zotero/zotero/storage/PF32BECB/Waters and Haynes - 2001 - Late Quaternary arroyo formation and climate chang.pdf; /home/kris/.mozilla/firefox/72w7lie7.OCA-zotero/zotero/storage/8UNADUWH/399.html","","","arroyos; climate; Quaternary; southwestern U.S.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SKQ4VR8Q","journalArticle","2008","Grave, Peter; Kealhofer, Lisa; Marsh, Ben; Gates, Marie-Henriette","Using neutron activation analysis to identify scales of interaction at Kinet Höyük, Turkey","Journal of Archaeological Science","","0305-4403","10.1016/j.jas.2008.01.001","http://www.sciencedirect.com/science/article/B6WH8-4S0B2V6-1/2/be9378d7628da049c1555a40a90cb428","We use NAA to characterize a relatively large archaeological ceramic sample from the Late Bronze Age to Hellenistic phases of Kinet Höyük, a coastal Turkish site in the Gulf of Iskenderun at the northeast corner of the Mediterranean Sea. The geographic extent of local Kinet wares (how local is local?) is established through comparison with sediment samples across the Kinet hinterland. Four major compositional groups are identified: local and locally imported wares, imports from Cypriot, and presumed Western Anatolian and Aegean centers, and imports that appear relatively homogenous elementally but comprise typologically diverse ceramics with attributions that range from Cyprus to the coastal mainland. Comparison with other published NAA studies for this site reinforces the elemental evidence for local production, and underlines the need for caution when assuming local production always equates with local clays particularly for coastal sites. We propose that the chronological distribution of the local and non-local groups provides a useful political economic proxy. The study indicates systemic and widespread political disruption and marginalization at the transition to the Late Iron Age in this region.","July 2008","2011-01-16 22:23:08","2011-01-16 22:23:08","2011-01-16 22:23:08","1974-1992","","7","35","","","","","","","","","","","","","","","ScienceDirect","","","","; ","http://www.sciencedirect.com/science?_ob=MImg&_imagekey=B6WH8-4S0B2V6-1-1&_cdi=6844&_user=3097450&_pii=S0305440308000034&_origin=search&_coverDate=07%2F31%2F2008&_sk=999649992&view=c&wchp=dGLbVlb-zSkWb&md5=a3ab05686f55c48d16e26f5963922f55&ie=/sdarticle.pdf; http://www.sciencedirect.com/science?_ob=ArticleURL&_udi=B6WH8-4S0B2V6-1&_user=3097450&_coverDate=07%2F31%2F2008&_rdoc=1&_fmt=high&_orig=search&_origin=search&_sort=d&_docanchor=&view=c&_searchStrId=1608951553&_rerunOrigin=google&_acct=C000059771&_version=1&_urlVersion=0&_userid=3097450&md5=da5a7c2983fb31cf7e538fe1eed6f6a5&searchtype=a","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SKQ87QTS","bookSection","1999","Ripoll López, Gisela","Symbolic life and signs of identity in Visigothic times","The Visigoths from the Migration Period to the Seventh Century: An ethnographic perspective","","","","","","1999","2011-05-01 23:04:36","2011-05-01 23:04:36","","403-446","","","","","","","","","","","Boydell Press","San Marino","","","","","","","","","","","","visigoth","","Heather, Peter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SNJ6BNHG","bookSection","1991","Wright, Rita","Women's Labor and pottery production in prehistory","Engendering Archaeology: Women and Prehistory","","","","","","1991","2011-05-01 23:04:36","2011-05-01 23:04:36","","194-223","","","","","","","","","","","B. Blackwell","Cambridge, Mass","","","","","","","","","","","","","","Conkey, Joan M. Gero and Margaret W.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SNK6U6KK","journalArticle","2007","Vierra, Bradley J.; Ford, Richard I.","Foragers and Farmers in the Northern Rio Grande Valley, New Mexico","Kiva","","0023-1940","","http://www.jstor.org/stable/30246539","The dispersal of early agriculture across the American Southwest occurred quite rapidly. However, we do not currently understand intraregional variation in respect to the exact timing, context, and nature of early maize agriculture. It appears that maize was integrated into local foraging economies, being cultivated in both lowland and upland contexts within the northern Rio Grande Valley. The period leading to the dependence on this cultigen was quite late in this region, setting the stage for complex forager-agriculturalist relationships. /// La dispersión de la agricultura temprana a través del suroeste estadounidense ocurrió rápidamente. Sin embargo, actualmente no entendemos la variación intraregional en lo que se refiere a la sincronización, o los contextos y naturaleza exactas de la agricultura temprana del maíz. Parece ser que el maíz fue integrado en economías locales de recolección, siendo cultivado en contextos de tierra baja y del altiplano dentro del valle norteño del Río Grande. El período que conducía la dependencia de esta planta cultivada fue muy tardío en esta región, lo que le da empuje al desarrollo de unas relaciones complejas entre recolectores y agricultores.","December 1, 2007","2015-08-27 14:51:49","2015-08-27 14:51:49","2015-08-27 14:51:49","117-130","","2","73","","Kiva","","","","","","","","","Copyright © 2007 Arizona Archaeological and Historical Society","","","","JSTOR","","","","/home/kris/.mozilla/firefox/72w7lie7.OCA-zotero/zotero/storage/EG44RJUG/Vierra and Ford - 2007 - Foragers and Farmers in the Northern Rio Grande Va.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SNTM2KQV","book","1995","Alonso, Ana María","Thread of Blood: Colonialism, Revolution, and Gender on Mexico's Northern Frontier","","0-8165-1574-3","","","","","1995-11-01","2011-04-30 20:20:03","2011-04-30 20:20:03","","","","","","","","Thread of Blood","","","","","University of Arizona Press","","","","","","","Amazon.com","","","","","http://www.amazon.com/dp/0816515743","borderlands; no copy; not read","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SP7ZIP34","bookSection","2002","Mesquida García, Mercedes","Las Alfarerias de Paterna en la Edad Media y Renacimiento","La Cerámica De Paterna: Reflejos Del Mediterráneo","","","","","","2002","2011-05-01 23:04:36","2011-05-01 23:04:36","","16-34","","","","","","","","","","","Generalitat Valenciana","Valencia","","","","","","","","","","","","","","García, Mercedes Mesquida","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SPA3QCTC","journalArticle","1966","Forbes, Jack D.","Black Pioneers: The Spanish-Speaking Afroamericans of the Southwest","Phylon","","","","","","1966","2011-05-01 23:04:36","2011-05-01 23:04:36","","233-246","","","27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SPXKKJDR","document","","Wilson, Dean","Chapter 7: Analysis of Historic Native Ceramic Assemblages from the Pojoaque Corridor Project","","","","","","","In Preparation","2012-02-20 21:51:39","2012-09-03 18:32:38","","","","","","","","","","","","","Office of Archaeological Studies","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SRICXR46","thesis","2006","Hull, Sharon K.","Using Hydrogen and Copper Stable Isotopes to Source Turquoise","","","","","","","2006","2013-05-01 23:45:27","2013-05-01 23:46:57","","","","","","","","","","","","","Eastern New Mexico University","","","","Master of Arts","","folder","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SRWZV7E4","journalArticle","1948","Foster, George M.","Some Implications of Modern Mexican Mold-Made Pottery","Southwestern Journal of Anthropology","","","","","","1948","2011-05-01 23:04:36","2011-05-01 23:04:36","","356-370","","4","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SSV3PT4C","bookSection","2008","Heyne, Catherine","Environmental Overview","The MAPL Western Expansion Project Volume I: Cultural Resources Inventory of Six Loop Segments and Ten Pump Stations between Huerfano and Hobbs, New Mexico","","","","","","2008","2015-10-12 16:32:54","2015-10-12 16:37:35","","15-46","","","Vol. 1","","","","The MAPL Western Expansion Project","","","","Office of Contract Archeology. Prepared for Enterprise Products Operating LP, OCA Report No. 185-832. Copies available at the Office of Contract Archeology","Albuquerque","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"STBSU7NI","bookSection","1992","Ahlborn, Richard E.","Discussion of Spanish Research","Current Reserach on the Late Prehistory and Early History of New Mexico","","","","","","1992","2011-05-01 23:04:36","2011-05-01 23:04:36","","251-271ish","","","","","","","NMAC Special Publications","","","","New Mexico Archaeological Council","Albuquerque","","","","","","","","","","","","background history; hard copy; New Mexico Archaeology; read?; Spanish Period","","Vierra, Bradely J.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
